strategy,bins,feature,importance,std
kmeans,4,capital-loss,0.09943512859325215,0.017414845075041766
kmeans,4,hours-per-week,0.06967714370325458,0.012484042478238037
kmeans,4,native-country,0.012933532435894419,0.007531367454961805
kmeans,5,race,0.0241351225568851,0.009594983328695324
kmeans,5,sex,0.023546741053974873,0.008306614757849861
kmeans,5,age,0.0656481114825531,0.009539254968728922
kmeans,5,fnlwgt,0.03614271206724744,0.009117617207467652
kmeans,5,workclass,0.03473780318270949,0.008647365583534286
kmeans,5,education,0.02996703310814683,0.009252512369045984
kmeans,5,education-num,0.17726577135437294,0.023620902525064814
kmeans,5,marital-status,0.015512720430661223,0.0054548349426582765
kmeans,5,occupation,0.051981067115258656,0.010620640369896453
kmeans,5,relationship,0.17511017114211636,0.011998309934101505
kmeans,5,capital-gain,0.23399607004840375,0.018851020605070823
kmeans,5,capital-loss,0.06885843410008297,0.009625012461523573
kmeans,5,hours-per-week,0.050317833376721154,0.010731828719623148
kmeans,5,native-country,0.012780408980866109,0.00623223729314895
kmeans,6,race,0.026632873483104086,0.008999292085991144
kmeans,6,sex,0.015321386766415541,0.004758120719761758
kmeans,6,age,0.05620243156123105,0.009115751583896985
kmeans,6,fnlwgt,0.02890872652334113,0.006686475287059082
kmeans,6,workclass,0.024444538365690965,0.005940034559003278
kmeans,6,education,0.033935922988521834,0.006968836103823968
kmeans,6,education-num,0.17021354225380725,0.01933541069199857
kmeans,6,marital-status,0.014959795307435192,0.00684104882666111
kmeans,6,occupation,0.046655721903928235,0.008000163194576242
kmeans,6,relationship,0.1607380387969531,0.011095773898036315
kmeans,6,capital-gain,0.23606367117324997,0.013628674786907644
kmeans,6,capital-loss,0.109862478143299,0.015529902023479827
kmeans,6,hours-per-week,0.061443191134338215,0.011103143687214037
kmeans,6,native-country,0.014617681598684323,0.006295523623598355
kmeans,8,race,0.016983817084597924,0.006289697263070789
kmeans,8,sex,0.018561361373652704,0.0062665550833336066
kmeans,8,age,0.0675296435288417,0.010390442526240827
